# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.0,0.0,0,0.0,136.47959287746357,0.0,0.5023483720715518,1.990650424278802,0.0,0.0
 0.10936185537657697,0.017940023117111004,0.16404278306486544,1.4999999999999998,136.47959287746357,0.0,0.5023483720715518,1.990650424278802,0.0,0.0
 0.15329208414727327,0.03524769459332207,0.3939809092857755,5.234166373708723,136.9868518906849,0.0,0.5563707237375171,1.7973627247715807,11.546924006908416,262.8468899440561
 0.18606237801582562,0.051928812769355986,0.5090316932446484,3.5108255183906083,137.5285960340883,0.0,0.6180531452884923,1.617983837835214,16.531561955973046,152.1084299414258
 0.21289952615724006,0.06798931235696601,0.598442856259598,3.331619386076739,138.10831892106597,0.0,0.6887510220379283,1.4519034716509382,21.60150862240985,188.9152543229056
 0.2358463956778474,0.08343528353134763,0.6731188827526313,3.254301264317156,138.72998444574785,0.0,0.7701070095966629,1.2985208387127156,27.091517826586486,239.24872188977056
 0.25595962492224306,0.09827299438550302,0.7377090309001358,3.211326603136188,139.3981050331334,0.0,0.8641215524780845,1.1572445995962606,33.21796710350209,304.5979938115942
 0.2738721325210421,0.11250891745743485,0.7947476361649275,3.1842892431552063,140.11783510837876,0.0,0.9732428178343977,1.027492812354003,40.18030816040781,388.6860071658823
 0.2899997255343172,0.12614976121496896,0.8458077870830397,3.1660118702203794,140.89508305130514,0.0,1.1004818154809861,0.9086928888170054,48.1936729359788,496.87295363759176
 0.3046336680937979,0.13920250760442335,0.8919500904421743,3.1531013034652795,141.7366456092394,0.0,1.249560218043667,0.8002815595118875,57.50757559103963,636.4588775173754
 0.31798790024366125,0.151674457052059,0.933932352506188,3.1437421180702794,142.65036956610666,0.0,1.425100593788709,0.701704851123137,68.42205127283279,817.3046236810278
 0.3306960940801629,0.16357328266906407,0.9363113098596416,0.18719869904884184,143.645346390779,0.0,1.6328714553832189,0.612418079024665,78.29411775373363,776.8268731112208
 0.34329251898464297,0.17490709587436976,0.8997642816315807,-2.9013810271724334,144.73214655903672,0.0,1.8801026176777258,0.5318858612277158,86.27846206356496,633.8579692553537
 0.3557936274155108,0.18568452624290926,0.8621179816285572,-3.011436962667005,145.92310112242373,0.0,2.175889507495557,0.45958216010288017,95.26791723894571,719.0926488713536
 0.3681975851213387,0.195914819143933,0.8247603824235142,-3.0117483541152983,147.23263860832947,0.0,2.5317073444755858,0.39499036181337877,105.5741656786244,830.8838746552939
 0.38050326843312704,0.20560795569248005,0.78769592089709,-3.011979147140743,148.67768493421275,0.0,2.9620554170905145,0.3376034068202047,117.42918205110908,963.3773332300925
 0.392710651203164,0.2147748007344755,0.7509263217743505,-3.0120788227424544,150.27813169930837,0.0,3.48524360130113,0.2869239899405237,131.10482363376997,1120.2762983911468
 0.4048213589788131,0.22342728604613685,0.7144491859558227,-3.0119739072452907,152.05737216972335,0.0,4.124309051102325,0.2424648559575633,146.91465630047625,1305.4425025839512
 0.4168394642267835,0.231578637635641,0.6782559664203932,-3.011557877772945,154.0428913403963,0.0,4.907994074645402,0.20374922723847197,165.21066588331402,1522.370557199742
 0.42877263174668634,0.23924365787892826,0.6423290572685824,-3.0106766784166696,156.26687132616013,0.0,5.871597051613081,0.17031141463041538,186.36962751545633,1773.1219809704405
 0.44063377779040347,0.24643907489303193,0.6066375869231538,-3.009108075550116,158.76672748492382,0.0,7.0572783720157926,0.1416976839067731,210.76008587617576,2056.332353621015
 0.45244349213311547,0.2531839723550316,0.5711312963435112,-3.0065325501758835,161.58541147609503,0.0,8.51299450340056,0.11746747864109919,238.67503559988242,2363.7277679737886
 0.4642336120688798,0.25950031152307906,0.5357315449257969,-3.002492901733099,164.77118878214404,0.0,10.288580414289465,0.09719513866180542,270.2073705276917,2674.4710910156705
 0.4760525760309809,0.26541355097826713,0.5003179190789968,-2.996339269698943,168.37640626423695,0.0,12.426636168282878,0.08047230050497091,305.0366761125163,2946.900057949998
 0.4879736201598525,0.2709533544439647,0.4647079069425364,-2.987155466543101,172.45451760333077,0.0,14.94517719017498,0.06691121739643234,342.0934689115873,3108.5190523976817
 0.5001077489814106,0.276154347200094,0.4286251475168937,-2.9736588391526064,177.05440467963393,0.0,17.809669249017645,0.05614927408352396,379.0867184573456,3048.694314175581
 0.5125297386482905,0.28105683144267346,0.3946617550045687,-2.7341346614447595,-177.78896120677433,0.0,20.89647648795044,0.04785495777609355,-28565.743121853364,-2330128.314104525
 0.5252230285292259,0.2857073005426721,0.36637224420309156,-2.2286980811780355,-172.06780015938642,0.0,23.96046783794686,0.04173541212815019,450.7232641067155,2285968.937772495
 0.5381352539749918,0.2901585185689552,0.34472895822483146,-1.6761855707342146,-165.81714512804888,0.0,26.63445084857585,0.037545358291232435,484.0881269918637,2583.9746235292746
 0.5511951032451707,0.29446890054350916,0.3300483708028986,-1.1241008313514596,-159.12806090746105,0.0,28.492813073844037,0.03509656970016711,512.1869389305907,2151.5418254396227
 0.5643157487691316,0.2987010087727095,0.32255335467082635,-0.5712383676843414,-152.1508653014785,0.0,29.18314139234007,0.034266359010359244,531.7722815726436,1492.7118186590874
 0.5774020555989294,0.30291921091656304,0.3223370962270728,-0.016525551980879204,-145.0816233955807,0.0,28.56892354988388,0.03500306892046216,540.2014485707273,644.1211495125834
